id,Año,Mes,Desaparecidos_H,Desaparecidos_M,nom_ent,cve_ent
2001-julio,2001,julio,1.0,0.0,coahuila,05
2001-agosto,2001,agosto,0.0,1.0,coahuila,05
2001-septiembre,2001,septiembre,0.0,1.0,coahuila,05
2001-octubre,2001,octubre,0.0,0.0,coahuila,05
2001-noviembre,2001,noviembre,0.0,0.0,coahuila,05
2001-diciembre,2001,diciembre,0.0,0.0,coahuila,05
2002-enero,2002,enero,0.0,0.0,coahuila,05
2002-febrero,2002,febrero,0.0,1.0,coahuila,05
2002-marzo,2002,marzo,1.0,0.0,coahuila,05
2002-abril,2002,abril,0.0,0.0,coahuila,05
2002-mayo,2002,mayo,0.0,0.0,coahuila,05
2002-junio,2002,junio,0.0,0.0,coahuila,05
2002-julio,2002,julio,1.0,2.0,coahuila,05
2002-agosto,2002,agosto,0.0,0.0,coahuila,05
2002-septiembre,2002,septiembre,2.0,0.0,coahuila,05
2002-octubre,2002,octubre,0.0,2.0,coahuila,05
2002-noviembre,2002,noviembre,4.0,0.0,coahuila,05
2002-diciembre,2002,diciembre,1.0,2.0,coahuila,05
2003-enero,2003,enero,2.0,1.0,coahuila,05
2003-febrero,2003,febrero,1.0,0.0,coahuila,05
2003-marzo,2003,marzo,1.0,0.0,coahuila,05
2003-abril,2003,abril,0.0,0.0,coahuila,05
2003-mayo,2003,mayo,0.0,0.0,coahuila,05
2003-junio,2003,junio,2.0,0.0,coahuila,05
2003-julio,2003,julio,1.0,0.0,coahuila,05
2003-agosto,2003,agosto,2.0,0.0,coahuila,05
2003-septiembre,2003,septiembre,1.0,0.0,coahuila,05
2003-octubre,2003,octubre,0.0,0.0,coahuila,05
2003-noviembre,2003,noviembre,1.0,0.0,coahuila,05
2003-diciembre,2003,diciembre,1.0,0.0,coahuila,05
2004-enero,2004,enero,1.0,0.0,coahuila,05
2004-febrero,2004,febrero,1.0,0.0,coahuila,05
2004-marzo,2004,marzo,0.0,0.0,coahuila,05
2004-abril,2004,abril,0.0,1.0,coahuila,05
2004-mayo,2004,mayo,3.0,1.0,coahuila,05
2004-junio,2004,junio,2.0,1.0,coahuila,05
2004-julio,2004,julio,0.0,0.0,coahuila,05
2004-agosto,2004,agosto,1.0,1.0,coahuila,05
2004-septiembre,2004,septiembre,0.0,0.0,coahuila,05
2004-octubre,2004,octubre,1.0,0.0,coahuila,05
2004-noviembre,2004,noviembre,1.0,0.0,coahuila,05
2004-diciembre,2004,diciembre,0.0,0.0,coahuila,05
2005-enero,2005,enero,0.0,0.0,coahuila,05
2005-febrero,2005,febrero,2.0,1.0,coahuila,05
2005-marzo,2005,marzo,1.0,0.0,coahuila,05
2005-abril,2005,abril,0.0,0.0,coahuila,05
2005-mayo,2005,mayo,0.0,0.0,coahuila,05
2005-junio,2005,junio,0.0,2.0,coahuila,05
2005-julio,2005,julio,2.0,2.0,coahuila,05
2005-agosto,2005,agosto,0.0,0.0,coahuila,05
2005-septiembre,2005,septiembre,1.0,2.0,coahuila,05
2005-octubre,2005,octubre,1.0,0.0,coahuila,05
2005-noviembre,2005,noviembre,0.0,0.0,coahuila,05
2005-diciembre,2005,diciembre,0.0,0.0,coahuila,05
2006-enero,2006,enero,0.0,0.0,coahuila,05
2006-febrero,2006,febrero,1.0,0.0,coahuila,05
2006-marzo,2006,marzo,0.0,0.0,coahuila,05
2006-abril,2006,abril,0.0,0.0,coahuila,05
2006-mayo,2006,mayo,2.0,2.0,coahuila,05
2006-junio,2006,junio,3.0,0.0,coahuila,05
2006-julio,2006,julio,0.0,0.0,coahuila,05
2006-agosto,2006,agosto,0.0,1.0,coahuila,05
2006-septiembre,2006,septiembre,1.0,0.0,coahuila,05
2006-octubre,2006,octubre,0.0,0.0,coahuila,05
2006-noviembre,2006,noviembre,0.0,0.0,coahuila,05
2006-diciembre,2006,diciembre,2.0,1.0,coahuila,05
2007-enero,2007,enero,2.0,3.0,coahuila,05
2007-febrero,2007,febrero,7.0,6.0,coahuila,05
2007-marzo,2007,marzo,5.0,3.0,coahuila,05
2007-abril,2007,abril,4.0,3.0,coahuila,05
2007-mayo,2007,mayo,5.0,3.0,coahuila,05
2007-junio,2007,junio,7.0,5.0,coahuila,05
2007-julio,2007,julio,3.0,4.0,coahuila,05
2007-agosto,2007,agosto,1.0,1.0,coahuila,05
2007-septiembre,2007,septiembre,2.0,1.0,coahuila,05
2007-octubre,2007,octubre,0.0,2.0,coahuila,05
2007-noviembre,2007,noviembre,4.0,2.0,coahuila,05
2007-diciembre,2007,diciembre,4.0,3.0,coahuila,05
2008-enero,2008,enero,2.0,1.0,coahuila,05
2008-febrero,2008,febrero,12.0,2.0,coahuila,05
2008-marzo,2008,marzo,3.0,1.0,coahuila,05
2008-abril,2008,abril,11.0,6.0,coahuila,05
2008-mayo,2008,mayo,14.0,3.0,coahuila,05
2008-junio,2008,junio,23.0,1.0,coahuila,05
2008-julio,2008,julio,14.0,3.0,coahuila,05
2008-agosto,2008,agosto,6.0,4.0,coahuila,05
2008-septiembre,2008,septiembre,12.0,2.0,coahuila,05
2008-octubre,2008,octubre,20.0,4.0,coahuila,05
2008-noviembre,2008,noviembre,9.0,4.0,coahuila,05
2008-diciembre,2008,diciembre,7.0,2.0,coahuila,05
2009-enero,2009,enero,30.0,1.0,coahuila,05
2009-febrero,2009,febrero,17.0,1.0,coahuila,05
2009-marzo,2009,marzo,39.0,8.0,coahuila,05
2009-abril,2009,abril,23.0,1.0,coahuila,05
2009-mayo,2009,mayo,18.0,3.0,coahuila,05
2009-junio,2009,junio,26.0,3.0,coahuila,05
2009-julio,2009,julio,16.0,4.0,coahuila,05
2009-agosto,2009,agosto,24.0,6.0,coahuila,05
2009-septiembre,2009,septiembre,14.0,3.0,coahuila,05
2009-octubre,2009,octubre,23.0,1.0,coahuila,05
2009-noviembre,2009,noviembre,20.0,7.0,coahuila,05
2009-diciembre,2009,diciembre,12.0,3.0,coahuila,05
2010-enero,2010,enero,24.0,1.0,coahuila,05
2010-febrero,2010,febrero,36.0,1.0,coahuila,05
2010-marzo,2010,marzo,39.0,8.0,coahuila,05
2010-abril,2010,abril,53.0,8.0,coahuila,05
2010-mayo,2010,mayo,41.0,12.0,coahuila,05
2010-junio,2010,junio,41.0,11.0,coahuila,05
2010-julio,2010,julio,36.0,16.0,coahuila,05
2010-agosto,2010,agosto,29.0,4.0,coahuila,05
2010-septiembre,2010,septiembre,19.0,7.0,coahuila,05
2010-octubre,2010,octubre,32.0,6.0,coahuila,05
2010-noviembre,2010,noviembre,18.0,4.0,coahuila,05
2010-diciembre,2010,diciembre,15.0,7.0,coahuila,05
2011-enero,2011,enero,30.0,6.0,coahuila,05
2011-febrero,2011,febrero,43.0,18.0,coahuila,05
2011-marzo,2011,marzo,63.0,8.0,coahuila,05
2011-abril,2011,abril,49.0,10.0,coahuila,05
2011-mayo,2011,mayo,12.0,8.0,coahuila,05
2011-junio,2011,junio,13.0,7.0,coahuila,05
2011-julio,2011,julio,16.0,5.0,coahuila,05
2011-agosto,2011,agosto,24.0,10.0,coahuila,05
2011-septiembre,2011,septiembre,51.0,19.0,coahuila,05
2011-octubre,2011,octubre,18.0,11.0,coahuila,05
2011-noviembre,2011,noviembre,19.0,12.0,coahuila,05
2011-diciembre,2011,diciembre,24.0,6.0,coahuila,05
2012-enero,2012,enero,37.0,3.0,coahuila,05
2012-febrero,2012,febrero,41.0,9.0,coahuila,05
2012-marzo,2012,marzo,19.0,2.0,coahuila,05
2012-abril,2012,abril,12.0,7.0,coahuila,05
2012-mayo,2012,mayo,12.0,7.0,coahuila,05
2012-junio,2012,junio,30.0,3.0,coahuila,05
2012-julio,2012,julio,16.0,5.0,coahuila,05
2012-agosto,2012,agosto,10.0,2.0,coahuila,05
2012-septiembre,2012,septiembre,28.0,14.0,coahuila,05
2012-octubre,2012,octubre,6.0,11.0,coahuila,05
2012-noviembre,2012,noviembre,9.0,6.0,coahuila,05
2012-diciembre,2012,diciembre,18.0,12.0,coahuila,05
2013-enero,2013,enero,16.0,6.0,coahuila,05
2013-febrero,2013,febrero,8.0,7.0,coahuila,05
2013-marzo,2013,marzo,19.0,12.0,coahuila,05
2013-abril,2013,abril,21.0,4.0,coahuila,05
2013-mayo,2013,mayo,16.0,16.0,coahuila,05
2013-junio,2013,junio,19.0,16.0,coahuila,05
2013-julio,2013,julio,22.0,9.0,coahuila,05
2013-agosto,2013,agosto,11.0,10.0,coahuila,05
2013-septiembre,2013,septiembre,20.0,9.0,coahuila,05
2013-octubre,2013,octubre,15.0,11.0,coahuila,05
2013-noviembre,2013,noviembre,10.0,8.0,coahuila,05
2013-diciembre,2013,diciembre,15.0,6.0,coahuila,05
2014-enero,2014,enero,9.0,5.0,coahuila,05
2014-febrero,2014,febrero,14.0,15.0,coahuila,05
2014-marzo,2014,marzo,8.0,9.0,coahuila,05
2014-abril,2014,abril,8.0,6.0,coahuila,05
2014-mayo,2014,mayo,14.0,5.0,coahuila,05
2014-junio,2014,junio,8.0,7.0,coahuila,05
2014-julio,2014,julio,13.0,3.0,coahuila,05
2014-agosto,2014,agosto,12.0,3.0,coahuila,05
2014-septiembre,2014,septiembre,10.0,3.0,coahuila,05
2014-octubre,2014,octubre,7.0,1.0,coahuila,05
2014-noviembre,2014,noviembre,3.0,4.0,coahuila,05
2014-diciembre,2014,diciembre,17.0,2.0,coahuila,05
2015-enero,2015,enero,5.0,1.0,coahuila,05
2015-febrero,2015,febrero,9.0,0.0,coahuila,05
2015-marzo,2015,marzo,7.0,0.0,coahuila,05
2015-abril,2015,abril,4.0,3.0,coahuila,05
2015-mayo,2015,mayo,9.0,1.0,coahuila,05
2015-junio,2015,junio,3.0,0.0,coahuila,05
2015-julio,2015,julio,5.0,1.0,coahuila,05
2015-agosto,2015,agosto,6.0,3.0,coahuila,05
2015-septiembre,2015,septiembre,5.0,4.0,coahuila,05
2015-octubre,2015,octubre,6.0,2.0,coahuila,05
2015-noviembre,2015,noviembre,4.0,0.0,coahuila,05
2015-diciembre,2015,diciembre,5.0,1.0,coahuila,05
2016-enero,2016,enero,6.0,0.0,coahuila,05
2016-febrero,2016,febrero,4.0,1.0,coahuila,05
2016-marzo,2016,marzo,6.0,2.0,coahuila,05
2016-abril,2016,abril,7.0,1.0,coahuila,05
2016-mayo,2016,mayo,3.0,3.0,coahuila,05
2016-junio,2016,junio,3.0,4.0,coahuila,05
2016-julio,2016,julio,3.0,3.0,coahuila,05
2016-agosto,2016,agosto,4.0,1.0,coahuila,05
2016-septiembre,2016,septiembre,9.0,4.0,coahuila,05
2016-octubre,2016,octubre,7.0,2.0,coahuila,05
2016-noviembre,2016,noviembre,1.0,1.0,coahuila,05
2016-diciembre,2016,diciembre,6.0,1.0,coahuila,05
2017-enero,2017,enero,1.0,2.0,coahuila,05
2017-febrero,2017,febrero,2.0,2.0,coahuila,05
2017-marzo,2017,marzo,7.0,1.0,coahuila,05
2017-abril,2017,abril,1.0,1.0,coahuila,05
2017-mayo,2017,mayo,2.0,1.0,coahuila,05
2017-junio,2017,junio,2.0,1.0,coahuila,05
2017-julio,2017,julio,7.0,2.0,coahuila,05
2017-agosto,2017,agosto,5.0,3.0,coahuila,05
2017-septiembre,2017,septiembre,5.0,1.0,coahuila,05
2017-octubre,2017,octubre,6.0,0.0,coahuila,05
2017-noviembre,2017,noviembre,1.0,0.0,coahuila,05
2017-diciembre,2017,diciembre,1.0,0.0,coahuila,05
2018-enero,2018,enero,1.0,1.0,coahuila,05
2018-febrero,2018,febrero,8.0,0.0,coahuila,05
2018-marzo,2018,marzo,1.0,0.0,coahuila,05
2018-abril,2018,abril,6.0,0.0,coahuila,05
2018-mayo,2018,mayo,5.0,1.0,coahuila,05
2018-junio,2018,junio,3.0,2.0,coahuila,05
2018-julio,2018,julio,1.0,0.0,coahuila,05
2018-agosto,2018,agosto,4.0,0.0,coahuila,05
2018-septiembre,2018,septiembre,0.0,0.0,coahuila,05
2018-octubre,2018,octubre,4.0,2.0,coahuila,05
2018-noviembre,2018,noviembre,2.0,0.0,coahuila,05
2018-diciembre,2018,diciembre,4.0,0.0,coahuila,05
2019-enero,2019,enero,4.0,0.0,coahuila,05
2019-febrero,2019,febrero,2.0,0.0,coahuila,05
2019-marzo,2019,marzo,4.0,0.0,coahuila,05
2019-abril,2019,abril,3.0,1.0,coahuila,05
2019-mayo,2019,mayo,5.0,1.0,coahuila,05
2019-junio,2019,junio,7.0,2.0,coahuila,05
2019-julio,2019,julio,5.0,1.0,coahuila,05
2019-agosto,2019,agosto,4.0,0.0,coahuila,05
2019-septiembre,2019,septiembre,7.0,1.0,coahuila,05
2019-octubre,2019,octubre,3.0,1.0,coahuila,05
2019-noviembre,2019,noviembre,4.0,0.0,coahuila,05
2019-diciembre,2019,diciembre,3.0,1.0,coahuila,05
2020-enero,2020,enero,3.0,0.0,coahuila,05
2020-febrero,2020,febrero,0.0,0.0,coahuila,05
2020-marzo,2020,marzo,11.0,1.0,coahuila,05
2020-abril,2020,abril,5.0,0.0,coahuila,05
2020-mayo,2020,mayo,5.0,0.0,coahuila,05
2020-junio,2020,junio,6.0,1.0,coahuila,05
2020-julio,2020,julio,3.0,0.0,coahuila,05
2020-agosto,2020,agosto,3.0,3.0,coahuila,05
2020-septiembre,2020,septiembre,4.0,3.0,coahuila,05
2020-octubre,2020,octubre,1.0,4.0,coahuila,05
2020-noviembre,2020,noviembre,5.0,1.0,coahuila,05
2020-diciembre,2020,diciembre,4.0,0.0,coahuila,05
1990-enero,1990,enero,0.0,0.0,tabasco,27
1990-febrero,1990,febrero,0.0,0.0,tabasco,27
1990-marzo,1990,marzo,0.0,0.0,tabasco,27
1990-abril,1990,abril,0.0,0.0,tabasco,27
1990-mayo,1990,mayo,0.0,0.0,tabasco,27
1990-junio,1990,junio,0.0,0.0,tabasco,27
1990-julio,1990,julio,0.0,0.0,tabasco,27
1990-agosto,1990,agosto,0.0,0.0,tabasco,27
1990-septiembre,1990,septiembre,0.0,0.0,tabasco,27
1990-octubre,1990,octubre,0.0,0.0,tabasco,27
1990-noviembre,1990,noviembre,0.0,0.0,tabasco,27
1990-diciembre,1990,diciembre,0.0,0.0,tabasco,27
1991-enero,1991,enero,0.0,0.0,tabasco,27
1991-febrero,1991,febrero,0.0,0.0,tabasco,27
1991-marzo,1991,marzo,0.0,0.0,tabasco,27
1991-abril,1991,abril,0.0,0.0,tabasco,27
1991-mayo,1991,mayo,0.0,0.0,tabasco,27
1991-junio,1991,junio,0.0,0.0,tabasco,27
1991-julio,1991,julio,0.0,0.0,tabasco,27
1991-agosto,1991,agosto,0.0,0.0,tabasco,27
1991-septiembre,1991,septiembre,0.0,0.0,tabasco,27
1991-octubre,1991,octubre,0.0,0.0,tabasco,27
1991-noviembre,1991,noviembre,0.0,0.0,tabasco,27
1991-diciembre,1991,diciembre,0.0,0.0,tabasco,27
1992-enero,1992,enero,0.0,0.0,tabasco,27
1992-febrero,1992,febrero,0.0,0.0,tabasco,27
1992-marzo,1992,marzo,0.0,0.0,tabasco,27
1992-abril,1992,abril,0.0,0.0,tabasco,27
1992-mayo,1992,mayo,0.0,0.0,tabasco,27
1992-junio,1992,junio,0.0,0.0,tabasco,27
1992-julio,1992,julio,0.0,0.0,tabasco,27
1992-agosto,1992,agosto,0.0,0.0,tabasco,27
1992-septiembre,1992,septiembre,0.0,0.0,tabasco,27
1992-octubre,1992,octubre,0.0,0.0,tabasco,27
1992-noviembre,1992,noviembre,0.0,0.0,tabasco,27
1992-diciembre,1992,diciembre,0.0,0.0,tabasco,27
1993-enero,1993,enero,0.0,0.0,tabasco,27
1993-febrero,1993,febrero,0.0,0.0,tabasco,27
1993-marzo,1993,marzo,0.0,0.0,tabasco,27
1993-abril,1993,abril,0.0,0.0,tabasco,27
1993-mayo,1993,mayo,0.0,0.0,tabasco,27
1993-junio,1993,junio,0.0,0.0,tabasco,27
1993-julio,1993,julio,0.0,0.0,tabasco,27
1993-agosto,1993,agosto,0.0,0.0,tabasco,27
1993-septiembre,1993,septiembre,0.0,0.0,tabasco,27
1993-octubre,1993,octubre,0.0,0.0,tabasco,27
1993-noviembre,1993,noviembre,0.0,0.0,tabasco,27
1993-diciembre,1993,diciembre,0.0,0.0,tabasco,27
1994-enero,1994,enero,0.0,0.0,tabasco,27
1994-febrero,1994,febrero,0.0,0.0,tabasco,27
1994-marzo,1994,marzo,0.0,0.0,tabasco,27
1994-abril,1994,abril,0.0,0.0,tabasco,27
1994-mayo,1994,mayo,0.0,0.0,tabasco,27
1994-junio,1994,junio,0.0,0.0,tabasco,27
1994-julio,1994,julio,0.0,0.0,tabasco,27
1994-agosto,1994,agosto,0.0,0.0,tabasco,27
1994-septiembre,1994,septiembre,0.0,0.0,tabasco,27
1994-octubre,1994,octubre,0.0,0.0,tabasco,27
1994-noviembre,1994,noviembre,0.0,0.0,tabasco,27
1994-diciembre,1994,diciembre,0.0,0.0,tabasco,27
1995-enero,1995,enero,0.0,0.0,tabasco,27
1995-febrero,1995,febrero,0.0,0.0,tabasco,27
1995-marzo,1995,marzo,0.0,0.0,tabasco,27
1995-abril,1995,abril,0.0,0.0,tabasco,27
1995-mayo,1995,mayo,1.0,0.0,tabasco,27
1995-junio,1995,junio,0.0,0.0,tabasco,27
1995-julio,1995,julio,0.0,0.0,tabasco,27
1995-agosto,1995,agosto,0.0,0.0,tabasco,27
1995-septiembre,1995,septiembre,0.0,0.0,tabasco,27
1995-octubre,1995,octubre,0.0,0.0,tabasco,27
1995-noviembre,1995,noviembre,0.0,0.0,tabasco,27
1995-diciembre,1995,diciembre,0.0,0.0,tabasco,27
1996-enero,1996,enero,1.0,0.0,tabasco,27
1996-febrero,1996,febrero,0.0,0.0,tabasco,27
1996-marzo,1996,marzo,0.0,0.0,tabasco,27
1996-abril,1996,abril,0.0,0.0,tabasco,27
1996-mayo,1996,mayo,0.0,0.0,tabasco,27
1996-junio,1996,junio,0.0,0.0,tabasco,27
1996-julio,1996,julio,0.0,0.0,tabasco,27
1996-agosto,1996,agosto,0.0,0.0,tabasco,27
1996-septiembre,1996,septiembre,0.0,0.0,tabasco,27
1996-octubre,1996,octubre,0.0,0.0,tabasco,27
1996-noviembre,1996,noviembre,0.0,0.0,tabasco,27
1996-diciembre,1996,diciembre,0.0,0.0,tabasco,27
1997-enero,1997,enero,0.0,0.0,tabasco,27
1997-febrero,1997,febrero,0.0,0.0,tabasco,27
1997-marzo,1997,marzo,0.0,0.0,tabasco,27
1997-abril,1997,abril,0.0,0.0,tabasco,27
1997-mayo,1997,mayo,0.0,0.0,tabasco,27
1997-junio,1997,junio,0.0,0.0,tabasco,27
1997-julio,1997,julio,0.0,0.0,tabasco,27
1997-agosto,1997,agosto,0.0,0.0,tabasco,27
1997-septiembre,1997,septiembre,0.0,0.0,tabasco,27
1997-octubre,1997,octubre,0.0,0.0,tabasco,27
1997-noviembre,1997,noviembre,0.0,0.0,tabasco,27
1997-diciembre,1997,diciembre,0.0,0.0,tabasco,27
1998-enero,1998,enero,0.0,0.0,tabasco,27
1998-febrero,1998,febrero,0.0,0.0,tabasco,27
1998-marzo,1998,marzo,0.0,0.0,tabasco,27
1998-abril,1998,abril,0.0,0.0,tabasco,27
1998-mayo,1998,mayo,0.0,0.0,tabasco,27
1998-junio,1998,junio,0.0,0.0,tabasco,27
1998-julio,1998,julio,0.0,0.0,tabasco,27
1998-agosto,1998,agosto,0.0,0.0,tabasco,27
1998-septiembre,1998,septiembre,0.0,0.0,tabasco,27
1998-octubre,1998,octubre,0.0,0.0,tabasco,27
1998-noviembre,1998,noviembre,0.0,0.0,tabasco,27
1998-diciembre,1998,diciembre,0.0,0.0,tabasco,27
1999-enero,1999,enero,0.0,0.0,tabasco,27
1999-febrero,1999,febrero,0.0,0.0,tabasco,27
1999-marzo,1999,marzo,0.0,0.0,tabasco,27
1999-abril,1999,abril,0.0,0.0,tabasco,27
1999-mayo,1999,mayo,0.0,0.0,tabasco,27
1999-junio,1999,junio,0.0,0.0,tabasco,27
1999-julio,1999,julio,0.0,0.0,tabasco,27
1999-agosto,1999,agosto,0.0,0.0,tabasco,27
1999-septiembre,1999,septiembre,0.0,0.0,tabasco,27
1999-octubre,1999,octubre,0.0,0.0,tabasco,27
1999-noviembre,1999,noviembre,0.0,0.0,tabasco,27
1999-diciembre,1999,diciembre,0.0,0.0,tabasco,27
2000-enero,2000,enero,0.0,0.0,tabasco,27
2000-febrero,2000,febrero,0.0,0.0,tabasco,27
2000-marzo,2000,marzo,0.0,0.0,tabasco,27
2000-abril,2000,abril,0.0,0.0,tabasco,27
2000-mayo,2000,mayo,0.0,0.0,tabasco,27
2000-junio,2000,junio,0.0,0.0,tabasco,27
2000-julio,2000,julio,0.0,0.0,tabasco,27
2000-agosto,2000,agosto,0.0,0.0,tabasco,27
2000-septiembre,2000,septiembre,0.0,0.0,tabasco,27
2000-octubre,2000,octubre,0.0,0.0,tabasco,27
2000-noviembre,2000,noviembre,0.0,0.0,tabasco,27
2000-diciembre,2000,diciembre,0.0,0.0,tabasco,27
2001-enero,2001,enero,0.0,0.0,tabasco,27
2001-febrero,2001,febrero,0.0,0.0,tabasco,27
2001-marzo,2001,marzo,0.0,0.0,tabasco,27
2001-abril,2001,abril,0.0,0.0,tabasco,27
2001-mayo,2001,mayo,0.0,0.0,tabasco,27
2001-junio,2001,junio,0.0,0.0,tabasco,27
2001-julio,2001,julio,0.0,0.0,tabasco,27
2001-agosto,2001,agosto,0.0,0.0,tabasco,27
2001-septiembre,2001,septiembre,0.0,0.0,tabasco,27
2001-octubre,2001,octubre,0.0,0.0,tabasco,27
2001-noviembre,2001,noviembre,0.0,0.0,tabasco,27
2001-diciembre,2001,diciembre,0.0,0.0,tabasco,27
2002-enero,2002,enero,0.0,0.0,tabasco,27
2002-febrero,2002,febrero,0.0,1.0,tabasco,27
2002-marzo,2002,marzo,0.0,0.0,tabasco,27
2002-abril,2002,abril,0.0,0.0,tabasco,27
2002-mayo,2002,mayo,0.0,0.0,tabasco,27
2002-junio,2002,junio,0.0,0.0,tabasco,27
2002-julio,2002,julio,0.0,0.0,tabasco,27
2002-agosto,2002,agosto,0.0,0.0,tabasco,27
2002-septiembre,2002,septiembre,0.0,0.0,tabasco,27
2002-octubre,2002,octubre,0.0,0.0,tabasco,27
2002-noviembre,2002,noviembre,0.0,0.0,tabasco,27
2002-diciembre,2002,diciembre,0.0,0.0,tabasco,27
2003-enero,2003,enero,0.0,0.0,tabasco,27
2003-febrero,2003,febrero,0.0,0.0,tabasco,27
2003-marzo,2003,marzo,0.0,0.0,tabasco,27
2003-abril,2003,abril,0.0,0.0,tabasco,27
2003-mayo,2003,mayo,0.0,0.0,tabasco,27
2003-junio,2003,junio,0.0,0.0,tabasco,27
2003-julio,2003,julio,0.0,0.0,tabasco,27
2003-agosto,2003,agosto,0.0,0.0,tabasco,27
2003-septiembre,2003,septiembre,0.0,0.0,tabasco,27
2003-octubre,2003,octubre,0.0,0.0,tabasco,27
2003-noviembre,2003,noviembre,0.0,0.0,tabasco,27
2003-diciembre,2003,diciembre,0.0,0.0,tabasco,27
2004-enero,2004,enero,0.0,0.0,tabasco,27
2004-febrero,2004,febrero,0.0,0.0,tabasco,27
2004-marzo,2004,marzo,0.0,0.0,tabasco,27
2004-abril,2004,abril,0.0,0.0,tabasco,27
2004-mayo,2004,mayo,0.0,0.0,tabasco,27
2004-junio,2004,junio,0.0,0.0,tabasco,27
2004-julio,2004,julio,0.0,0.0,tabasco,27
2004-agosto,2004,agosto,1.0,0.0,tabasco,27
2004-septiembre,2004,septiembre,0.0,0.0,tabasco,27
2004-octubre,2004,octubre,0.0,0.0,tabasco,27
2004-noviembre,2004,noviembre,0.0,0.0,tabasco,27
2004-diciembre,2004,diciembre,0.0,0.0,tabasco,27
2005-enero,2005,enero,0.0,0.0,tabasco,27
2005-febrero,2005,febrero,0.0,0.0,tabasco,27
2005-marzo,2005,marzo,0.0,0.0,tabasco,27
2005-abril,2005,abril,0.0,0.0,tabasco,27
2005-mayo,2005,mayo,0.0,0.0,tabasco,27
2005-junio,2005,junio,0.0,0.0,tabasco,27
2005-julio,2005,julio,0.0,0.0,tabasco,27
2005-agosto,2005,agosto,0.0,0.0,tabasco,27
2005-septiembre,2005,septiembre,0.0,0.0,tabasco,27
2005-octubre,2005,octubre,0.0,0.0,tabasco,27
2005-noviembre,2005,noviembre,0.0,0.0,tabasco,27
2005-diciembre,2005,diciembre,0.0,0.0,tabasco,27
2006-enero,2006,enero,0.0,0.0,tabasco,27
2006-febrero,2006,febrero,0.0,0.0,tabasco,27
2006-marzo,2006,marzo,0.0,0.0,tabasco,27
2006-abril,2006,abril,0.0,0.0,tabasco,27
2006-mayo,2006,mayo,0.0,0.0,tabasco,27
2006-junio,2006,junio,0.0,0.0,tabasco,27
2006-julio,2006,julio,0.0,0.0,tabasco,27
2006-agosto,2006,agosto,0.0,0.0,tabasco,27
2006-septiembre,2006,septiembre,0.0,0.0,tabasco,27
2006-octubre,2006,octubre,0.0,0.0,tabasco,27
2006-noviembre,2006,noviembre,0.0,0.0,tabasco,27
2006-diciembre,2006,diciembre,0.0,0.0,tabasco,27
2007-enero,2007,enero,0.0,0.0,tabasco,27
2007-febrero,2007,febrero,0.0,0.0,tabasco,27
2007-marzo,2007,marzo,0.0,0.0,tabasco,27
2007-abril,2007,abril,0.0,0.0,tabasco,27
2007-mayo,2007,mayo,1.0,0.0,tabasco,27
2007-junio,2007,junio,0.0,0.0,tabasco,27
2007-julio,2007,julio,0.0,0.0,tabasco,27
2007-agosto,2007,agosto,0.0,1.0,tabasco,27
2007-septiembre,2007,septiembre,1.0,0.0,tabasco,27
2007-octubre,2007,octubre,0.0,0.0,tabasco,27
2007-noviembre,2007,noviembre,0.0,0.0,tabasco,27
2007-diciembre,2007,diciembre,0.0,0.0,tabasco,27
2008-enero,2008,enero,1.0,0.0,tabasco,27
2008-febrero,2008,febrero,0.0,0.0,tabasco,27
2008-marzo,2008,marzo,0.0,0.0,tabasco,27
2008-abril,2008,abril,0.0,0.0,tabasco,27
2008-mayo,2008,mayo,0.0,0.0,tabasco,27
2008-junio,2008,junio,0.0,0.0,tabasco,27
2008-julio,2008,julio,0.0,0.0,tabasco,27
2008-agosto,2008,agosto,0.0,0.0,tabasco,27
2008-septiembre,2008,septiembre,0.0,0.0,tabasco,27
2008-octubre,2008,octubre,0.0,0.0,tabasco,27
2008-noviembre,2008,noviembre,0.0,0.0,tabasco,27
2008-diciembre,2008,diciembre,0.0,0.0,tabasco,27
2009-enero,2009,enero,0.0,0.0,tabasco,27
2009-febrero,2009,febrero,0.0,0.0,tabasco,27
2009-marzo,2009,marzo,0.0,0.0,tabasco,27
2009-abril,2009,abril,1.0,0.0,tabasco,27
2009-mayo,2009,mayo,0.0,0.0,tabasco,27
2009-junio,2009,junio,1.0,0.0,tabasco,27
2009-julio,2009,julio,0.0,1.0,tabasco,27
2009-agosto,2009,agosto,1.0,0.0,tabasco,27
2009-septiembre,2009,septiembre,0.0,0.0,tabasco,27
2009-octubre,2009,octubre,0.0,0.0,tabasco,27
2009-noviembre,2009,noviembre,0.0,0.0,tabasco,27
2009-diciembre,2009,diciembre,0.0,0.0,tabasco,27
2010-enero,2010,enero,0.0,0.0,tabasco,27
2010-febrero,2010,febrero,1.0,0.0,tabasco,27
2010-marzo,2010,marzo,0.0,0.0,tabasco,27
2010-abril,2010,abril,0.0,0.0,tabasco,27
2010-mayo,2010,mayo,0.0,0.0,tabasco,27
2010-junio,2010,junio,1.0,0.0,tabasco,27
2010-julio,2010,julio,0.0,0.0,tabasco,27
2010-agosto,2010,agosto,0.0,0.0,tabasco,27
2010-septiembre,2010,septiembre,0.0,0.0,tabasco,27
2010-octubre,2010,octubre,0.0,0.0,tabasco,27
